Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Japan,Residential Property Prices,2000-09-30T00:00:00,-3.9,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2000-12-31T00:00:00,-4,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2001-03-31T00:00:00,-4.11,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2001-06-30T00:00:00,-4.28,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2001-09-30T00:00:00,-4.46,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2001-12-31T00:00:00,-4.72,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2002-03-31T00:00:00,-4.98,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2002-06-30T00:00:00,-5.17,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2002-09-30T00:00:00,-5.38,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2002-12-31T00:00:00,-5.63,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2003-03-31T00:00:00,-5.89,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2003-06-30T00:00:00,-6.16,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2003-09-30T00:00:00,-6.43,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2003-12-31T00:00:00,-6.42,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2004-03-31T00:00:00,-6.41,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2004-06-30T00:00:00,-6.26,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2004-09-30T00:00:00,-6.08,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2004-12-31T00:00:00,-5.73,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2005-03-31T00:00:00,-5.37,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2005-06-30T00:00:00,-5.02,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2005-09-30T00:00:00,-4.68,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2005-12-31T00:00:00,-4.27,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2006-03-31T00:00:00,-3.84,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2006-06-30T00:00:00,-3.27,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2006-09-30T00:00:00,-2.68,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2006-12-31T00:00:00,-2.12,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2007-03-31T00:00:00,-1.54,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2007-06-30T00:00:00,-1.14,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2007-09-30T00:00:00,-0.73,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2007-12-31T00:00:00,-0.74,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2008-03-31T00:00:00,-0.74,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2008-06-30T00:00:00,-1.25,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2008-09-30T00:00:00,-1.76,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2008-12-31T00:00:00,-2.55,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2009-03-31T00:00:00,-4.2,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2009-06-30T00:00:00,-5.03,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2009-09-30T00:00:00,-3,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2009-12-31T00:00:00,-2.85,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2010-03-31T00:00:00,0.4,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2010-06-30T00:00:00,2.12,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2010-09-30T00:00:00,1.24,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2010-12-31T00:00:00,2,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2011-03-31T00:00:00,0.84,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2011-06-30T00:00:00,0.2,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2011-09-30T00:00:00,0.23,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2011-12-31T00:00:00,-1,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2012-03-31T00:00:00,-0.5,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2012-06-30T00:00:00,-1.1,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2012-09-30T00:00:00,-1.46,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2012-12-31T00:00:00,-0.44,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2013-03-31T00:00:00,-0.47,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2013-06-30T00:00:00,1.72,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2013-09-30T00:00:00,2.49,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2013-12-31T00:00:00,2.8,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2014-03-31T00:00:00,3.08,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2014-06-30T00:00:00,1.49,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2014-09-30T00:00:00,1.08,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2014-12-31T00:00:00,0.59,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2015-03-31T00:00:00,2.37,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2015-06-30T00:00:00,2.51,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2015-09-30T00:00:00,2.86,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2015-12-31T00:00:00,1.96,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2016-03-31T00:00:00,1.62,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2016-06-30T00:00:00,2.96,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2016-09-30T00:00:00,1.77,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2016-12-31T00:00:00,2.53,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2017-03-31T00:00:00,3.91,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2017-06-30T00:00:00,2.01,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2017-09-30T00:00:00,2.45,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2017-12-31T00:00:00,1.81,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2018-03-31T00:00:00,1.53,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2018-06-30T00:00:00,1.91,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2018-09-30T00:00:00,1.79,Quarterly,JPRPP,2023-06-20T12:42:00
